,f,Yre,Yim,Zre,Zim
0,6250.0,0.00279069372362617,0.00021408967857039247,356.23728456124917,-27.32894874877486
1,3125.0,0.002720148224167931,0.00036973402959378167,360.95818069318915,-49.06295968608731
2,1562.5,0.0025475072638143194,0.0006087027504584471,371.33983896106946,-88.72814006895601
3,781.25,0.002188236965162514,0.0008830153650462513,392.99547151799095,-158.58476265079005
4,390.625,0.0016201709791165543,0.0010413596028000533,436.77631003588334,-280.7365460770418
5,195.3125,0.0010302656527246725,0.0009402177763783491,529.5751939339024,-483.2889555706944
6,97.65625,0.0006252766855543135,0.0007057372411346437,703.3198820766653,-793.8230301548855
7,48.828125,0.0003927497473920276,0.0004882349401134303,1000.3158900738875,-1243.5123686973272
8,24.4140625,0.00024909587974629856,0.00033838696849108825,1410.8724666837109,-1916.6148288558318
9,12.20703125,0.00015070219137898946,0.00023508375382397034,1932.6858981286657,-3014.840406349139
10,6.103515625,8.066083728723805e-05,0.00016228222102763242,2456.0501439014874,-4941.348065706613
11,3.0517578125,3.403764208561101e-05,0.00010729714436585266,2686.212773069491,-8467.771033742589
12,1.52587890625,5.115324463090385e-06,6.721270761941155e-05,1125.8023230487127,-14792.458019488571
