,f,Yre,Yim,Zre,Zim
0,6250.0,0.002280369494008354,4.887649975607278e-05,438.3240588381559,-9.39485719799998
1,3125.0,0.002268262992938889,7.824599316445989e-05,440.3419901757586,-15.190035926422818
2,1562.5,0.002243254494510667,0.00011556477852815394,444.6009448500374,-22.904315961801025
3,781.25,0.0021893307818250814,0.00016198475110314574,454.2737678736354,-33.61092066697951
4,390.625,0.002108270151570912,0.0002169188008734841,469.3538209914523,-48.29156641002196
5,195.3125,0.0020033058069680067,0.00028927932077147777,488.978898676896,-70.60903192554701
6,97.65625,0.0018637671912691155,0.000355739492629722,517.6874069631668,-98.81162001165501
7,48.828125,0.00168615702122108,0.00042991762711824794,556.8633638991248,-141.9828479931393
8,24.4140625,0.001462212245316061,0.0004809371285807481,617.132497175166,-202.98142906137164
9,12.20703125,0.0012240207776288222,0.0005138433398795097,694.5737281786616,-291.58172050908996
10,6.103515625,0.0009736666946863593,0.0005045464618066651,809.638767080514,-419.5484733136234
11,3.0517578125,0.0007397662874336625,0.0004549215165703655,980.8521473029462,-603.1779954859988
12,1.52587890625,0.0005342772051582177,0.0003901453171751402,1220.743249331108,-891.4235112438635
