,Ecell_mag,Ecell_phi,Ecell_re,Ecell_im,iw_re,iw_im,t
0,0.006,-1.5707963267938514,-6.271181980652989e-15,0.006,-0.005991445086717129,0.00032029013855123357,0
1,0.006,-1.5707963267938514,-6.271181980652989e-15,0.006,-0.005991445086717129,0.00032029013855123357,1
2,0.006,-1.5707963267938514,-6.271181980652989e-15,0.006,-0.005991445086717129,0.00032029013855123357,2
3,0.006,-1.5707963267938514,-6.271181980652989e-15,0.006,-0.005991445086717129,0.00032029013855123357,3
