,Ecell_mag,Ecell_phi,Ecell_re,Ecell_im,iw_re,iw_im,t
0,0.0006,-1.570796326794849,-2.860576849004509e-17,0.0006,-0.0005999914430733234,3.2044092733039597e-06,0
1,0.0006,-1.570796326794849,-2.860576849004509e-17,0.0006,-0.0005999914430733234,3.2044092733039597e-06,1
2,0.0006,-1.570796326794849,-2.860576849004509e-17,0.0006,-0.0005999914430733234,3.2044092733039597e-06,2
3,0.0006,-1.570796326794849,-2.860576849004509e-17,0.0006,-0.0005999914430733234,3.2044092733039597e-06,3
