,f,Yre,Yim,Zre,Zim
0,6250.0,0.142635179107514,0.03400089429646053,6.633930521920656,-1.5813740471126525
1,3125.0,0.10597095102486029,0.06966607365845716,6.588920290963844,-4.331604103584058
2,1562.5,0.048706751179883295,0.0702986227366948,6.659164143984075,-9.611194681631881
3,781.25,0.016703966394004253,0.04405123261655786,7.525890341029544,-19.84706735152415
4,390.625,0.0062037994483005515,0.023957635792121006,10.12938907821555,-39.1173532211868
5,195.3125,0.002717934551810327,0.012659056586064445,16.21303197311237,-75.51384526260826
6,97.65625,0.0013834564848834573,0.006677448511266739,29.75029973836394,-143.59403195425577
7,48.828125,0.0007751224722634248,0.003535272185652731,59.174332876242644,-269.88944406560955
8,24.4140625,0.00046055947821568166,0.0018934741747994362,121.28413973023311,-498.62916138796186
9,12.20703125,0.00026595215642825443,0.00102822258633124,235.77899154819977,-911.5672824321033
10,6.103515625,0.00013633031058037413,0.0005887792683899853,373.2551338423024,-1612.003109880055
11,3.0517578125,3.7444645101704324e-05,0.0003514464619633067,299.7568778542793,-2813.4461919698774
12,1.52587890625,-3.522788110629708e-05,0.00023209779876084713,-639.2239277873867,-4211.5069625403885
