,f,Yre,Yim,Zre,Zim
0,6250.0,0.002516239909905053,0.00010320873910515141,396.75089142347326,-16.27355129432258
1,3125.0,0.0025030874276816555,0.00010782481131987369,398.76666772682415,-17.17756249054516
2,1562.5,0.002453450662601365,0.0001582611662386187,405.9002661193822,-26.18281690837347
3,781.25,0.002390272196803021,0.00021721014697270827,414.93592771037646,-37.70628883303505
4,390.625,0.0022829072408631235,0.00027608303337192723,431.7238825818903,-52.210460832061635
5,195.3125,0.0021496103541790075,0.00036690172311420755,452.03170555899254,-77.15408113355102
6,97.65625,0.001975892239092378,0.0004453278761417037,481.6351261975321,-108.55123755297093
7,48.828125,0.0017553663896684533,0.0005228925052188495,523.2515210943178,-155.86734503687222
8,24.4140625,0.001465149726585367,0.0005643173894211605,594.3528152716781,-228.92106043722373
9,12.20703125,0.0011829843641640624,0.0005844621473998753,679.4668263024143,-335.69559532454826
10,6.103515625,0.0008998918563473355,0.0005245162321272011,829.4525625418372,-483.4595732409577
11,3.0517578125,0.0006709668332149078,0.00044506803815755244,1034.9921509562348,-686.5345697154827
12,1.52587890625,0.00047334025316245383,0.00036410441842963813,1327.2846196733221,-1020.9784426909843
